6_ts,bearing_id,label
"[-0.16784668 -0.10986328 -0.13122559 ...  0.34484863  0.12817383
  0.16479492]",K005,0
"[ 0.12207031  0.1159668  -0.0793457  ...  0.08850098  0.3112793
  0.41809082]",K005,0
"[-0.06103516 -0.10070801 -0.15869141 ... -0.29296875 -0.11901855
 -0.07019043]",K005,0
"[ 0.09765625  0.10681152  0.00915527 ... -0.21362305 -0.18920898
 -0.08239746]",K005,0
"[ 0.09155273  0.10986328  0.08850098 ... -0.03356934 -0.02441406
 -0.00915527]",K005,0
"[-0.12207031 -0.18920898 -0.06103516 ... -0.03967285  0.01831055
  0.08544922]",K005,0
"[-0.09155273  0.         -0.11291504 ... -0.10986328 -0.06713867
 -0.04577637]",K005,0
"[ 0.0213623   0.07019043  0.14038086 ... -0.48217773 -1.24206543
 -0.32958984]",K005,0
"[ 0.00305176 -0.12207031 -0.21972656 ... -0.09155273 -0.73242187
 -0.32043457]",K005,0
"[-0.18615723 -0.02441406 -0.48217773 ... -0.09155273 -0.4119873
 -0.06713867]",K005,0
"[-0.21972656 -0.09765625 -0.77209473 ...  0.00305176  0.
 -0.00305176]",K005,0
"[-0.07324219 -0.04272461 -0.08544922 ... -0.28686523 -0.07629395
  0.18310547]",K005,0
"[ 0.25024414  0.21972656  0.35095215 ... -0.22583008 -0.14038086
 -0.08850098]",K005,0
"[ 0.01525879  0.00610352 -0.1739502  ... -0.00915527 -0.11291504
 -0.06713867]",K005,0
"[ 0.09155273 -0.32348633  0.03051758 ...  0.10375977  0.03051758
 -0.00915527]",K005,0
"[-0.03051758 -0.14343262  0.05493164 ...  0.28381348  0.14953613
 -0.00610352]",K005,0
"[ 0.21057129 -0.06103516  0.01831055 ... -0.01525879  0.01220703
  0.0579834 ]",K005,0
[0.10375977 0.         0.03356934 ... 0.05493164 0.10070801 0.09155273],K005,0
"[-0.07019043 -0.10681152 -0.23803711 ... -0.13427734 -0.24719238
 -0.3692627 ]",K005,0
"[-0.32043457 -0.12512207  0.10070801 ...  0.05187988  0.0213623
 -0.4486084 ]",K005,0
"[ 0.10375977  0.14953613  0.54016113 ... -0.0579834  -0.06408691
 -0.01220703]",K005,0
"[-0.09155273 -0.05187988  0.07324219 ... -0.26855469 -0.16784668
 -0.07324219]",K005,0
"[-0.03967285 -0.24414062 -0.29907227 ...  0.23498535 -0.08544922
 -0.57373047]",K005,0
"[-0.1159668   0.34790039  0.00915527 ... -0.43640137 -0.32958984
 -0.1739502 ]",K005,0
"[-0.2532959  -0.23193359 -0.11291504 ... -0.15258789  0.03051758
 -0.27770996]",K005,0
"[-0.04882812 -0.07629395 -0.12207031 ... -0.28381348 -0.28991699
 -0.26550293]",K005,0
"[ 0.34484863  0.15563965  0.1739502  ... -0.14038086 -0.25024414
 -0.0793457 ]",K005,0
"[ 0.10070801  0.19226074  0.16784668 ... -0.17089844 -0.34484863
 -0.3112793 ]",K005,0
"[-0.09765625 -0.10681152 -0.00610352 ...  0.08544922 -0.00915527
 -0.12207031]",K005,0
"[-0.04882812  0.03662109  0.09460449 ...  0.07629395 -0.06713867
 -0.15258789]",K005,0
"[ 0.12512207  0.08239746 -0.02746582 ...  0.28381348 -0.18615723
  0.07019043]",K005,0
"[-0.23498535 -0.0213623   0.22277832 ... -0.06103516  0.08239746
 -0.1159668 ]",K005,0
"[ 0.16174316  0.18005371  0.13427734 ... -0.24414062 -0.14648437
 -0.0579834 ]",K005,0
"[ 0.0213623  -0.03662109 -0.14648437 ...  0.10375977 -0.05187988
 -0.18920898]",K005,0
"[-0.22583008 -0.23803711 -0.22888184 ... -0.24414062 -0.17089844
 -0.08239746]",K005,0
"[ 0.02746582  0.10681152  0.12817383 ...  0.06103516 -0.03967285
 -0.01831055]",K005,0
"[-0.03662109 -0.13122559 -0.04577637 ...  0.04882812 -0.00610352
  0.01525879]",K005,0
"[-0.02441406 -0.04577637 -0.05187988 ...  0.03967285 -0.0579834
 -0.13427734]",K005,0
"[-0.14648437 -0.04882812  0.01220703 ...  0.21972656  0.03051758
 -0.0213623 ]",K005,0
"[-0.07324219 -0.16479492 -0.07629395 ... -0.16784668 -0.15869141
 -0.09155273]",K005,0
[0.02441406 0.17089844 0.12817383 ... 0.08239746 0.02441406 0.01220703],K005,0
"[-0.01220703 -0.0213623  -0.06408691 ... -0.01831055 -0.06408691
 -0.1159668 ]",K005,0
[0.39978027 0.39672852 0.25024414 ... 0.18615723 0.13122559 0.07629395],K005,0
"[-0.12207031 -0.18310547 -0.13427734 ... -0.28686523 -0.42419434
 -0.11291504]",K005,0
"[-0.00915527 -0.03967285 -0.04882812 ...  0.54321289  0.47302246
  0.32958984]",K005,0
"[ 0.14343262 -0.06713867 -0.2532959  ...  0.18920898  0.07324219
  0.00610352]",K005,0
"[-0.13122559 -0.10986328 -0.07019043 ... -0.04577637 -0.20446777
 -0.21972656]",K005,0
"[-0.28076172 -0.18920898 -0.2746582  ...  0.34790039  0.15258789
  0.08544922]",K005,0
"[-0.12207031  0.03967285  0.07629395 ...  0.14038086  0.18005371
  0.14038086]",K005,0
[0.14953613 0.06103516 0.00915527 ... 0.12512207 0.04577637 0.01525879],K005,0
"[ 0.06103516 -0.04882812 -0.09155273 ... -0.03662109 -0.12512207
 -0.14953613]",K005,0
"[-0.07019043 -0.07324219  0.02441406 ...  0.17089844  0.38452148
  0.52490234]",K005,0
"[-0.15869141 -0.38452148 -0.42724609 ...  0.07019043  0.00610352
 -0.03051758]",K005,0
"[-0.08850098  0.13122559  0.14648437 ... -0.42114258 -0.43334961
 -0.19836426]",K005,0
[0.08544922 0.03967285 0.01525879 ... 0.04577637 0.10070801 0.00610352],K005,0
"[ 0.0579834   0.08544922 -0.08850098 ...  0.11901855  0.31433105
  0.38757324]",K005,0
"[ 0.2746582   0.25939941  0.07324219 ... -0.15258789 -0.19226074
 -0.20141602]",K005,0
"[-0.18920898 -0.18005371 -0.08544922 ...  0.45471191  0.40588379
  0.32958984]",K005,0
"[ 0.06713867  0.0579834   0.00915527 ...  0.20751953 -0.05187988
 -0.44250488]",K005,0
"[-0.36010742 -0.3112793  -0.36315918 ... -0.00305176 -0.03967285
 -0.05493164]",K005,0
"[ 0.02746582  0.06408691  0.04577637 ... -0.13427734 -0.10375977
 -0.11901855]",K005,0
"[-0.20751953 -0.25024414 -0.28991699 ... -0.36315918 -0.36621094
 -0.36315918]",K005,0
"[-0.12817383 -0.18920898 -0.08239746 ... -0.18310547 -0.19226074
 -0.16784668]",K005,0
"[-0.26855469 -0.37841797 -0.42419434 ... -0.18920898 -0.2532959
 -0.27160645]",K005,0
"[-0.14038086 -0.03662109 -0.03662109 ...  0.0793457  -0.13427734
 -0.2746582 ]",K005,0
"[-0.3112793  -0.18005371  0.02441406 ... -0.1373291   0.01220703
  0.03356934]",K005,0
[0.10375977 0.15869141 0.16174316 ... 0.01831055 0.03356934 0.20141602],K005,0
"[ 0.14648437  0.18920898  0.15258789 ... -0.00610352  0.20446777
  0.02746582]",K005,0
"[-0.05187988 -0.08239746 -0.07629395 ... -0.18615723 -0.43334961
 -0.39978027]",K005,0
"[-0.21972656 -0.08544922  0.07629395 ...  0.0579834   0.1373291
  0.1373291 ]",K005,0
"[ 0.03051758  0.03051758 -0.02441406 ... -0.05493164 -0.03051758
 -0.00610352]",K005,0
"[ 0.03662109 -0.06713867 -0.10070801 ...  0.00610352  0.01220703
  0.00610352]",K005,0
"[-0.31433105 -0.2746582  -0.20141602 ...  0.03051758  0.01831055
  0.03356934]",K005,0
"[ 0.1159668   0.05187988 -0.0793457  ...  0.16174316  0.14038086
 -0.04577637]",K005,0
"[-0.45166016 -0.49743652 -0.30822754 ... -0.14038086  0.05493164
  0.06408691]",K005,0
"[-0.09765625 -0.17700195 -0.08239746 ...  0.1953125   0.19836426
  0.07324219]",K005,0
"[-0.20446777 -0.17700195 -0.15258789 ... -0.10681152 -0.1373291
 -0.12207031]",K005,0
"[-0.12512207 -0.00305176  0.05493164 ...  0.04577637 -0.03662109
 -0.08544922]",K005,0
"[ 0.09155273 -0.04882812  0.15869141 ... -0.18920898 -0.16174316
 -0.08544922]",K005,0
"[-0.04882812 -0.00915527 -0.0213623  ... -0.45166016 -0.45471191
 -0.36010742]",K005,0
"[-0.15869141 -0.06408691  0.10681152 ...  0.45166016  0.40588379
  0.31433105]",K005,0
"[ 0.09460449 -0.05493164 -0.28686523 ...  0.23498535  0.21362305
  0.06103516]",K005,0
"[ 0.08544922 -0.04272461 -0.08544922 ... -0.20141602 -0.04577637
  0.03051758]",K006,0
"[-0.07019043  0.32043457 -0.00610352 ...  0.         -0.86975098
 -0.07629395]",K006,0
"[-1.03149414 -0.00610352  0.4486084  ...  0.00915527  0.
  0.11291504]",K006,0
"[ 0.         -0.02441406 -0.01831055 ... -0.0579834  -0.0579834
  0.00305176]",K006,0
"[ 0.05493164  0.08850098  0.85144043 ... -0.01220703 -0.06408691
 -0.03967285]",K006,0
"[-0.00915527 -0.01831055  0.14038086 ... -0.25024414 -0.10986328
 -0.13427734]",K006,0
[0.11901855 0.12817383 0.00915527 ... 0.         0.72937012 0.00610352],K006,0
"[-0.10986328 -0.39672852 -0.72021484 ... -0.79956055  0.10070801
  0.75988769]",K006,0
"[-0.00610352 -0.03662109 -0.00915527 ... -0.11291504 -0.03967285
  0.01525879]",K006,0
"[ 0.01525879 -0.0579834  -0.09155273 ...  0.0579834   0.11901855
  0.09765625]",K006,0
"[ 0.04882812  0.04577637  0.03662109 ... -0.85449219  0.02441406
  0.09765625]",K006,0
"[ 0.12207031  0.86364746  0.08850098 ...  0.00915527 -0.02746582
  0.14038086]",K006,0
"[-0.04577637  0.10375977 -0.16479492 ...  0.19836426  0.08239746
 -1.10168457]",K006,0
"[ 0.05187988  1.3885498  -0.03356934 ... -0.10375977 -0.09765625
 -0.03051758]",K006,0
"[-0.14648437 -0.44250488 -0.14343262 ...  0.00915527  1.98669433
  0.00915527]",K006,0
"[ 0.00305176  0.0579834   1.04980469 ...  0.05187988 -0.00305176
 -0.07324219]",K006,0
"[-0.08239746 -0.05493164 -0.02441406 ...  0.02441406  0.02441406
  0.06408691]",K006,0
"[-0.0579834  -0.03356934 -0.14343262 ... -0.04577637  0.24108887
 -0.01525879]",K006,0
"[ 0.01525879 -0.56762695 -0.01525879 ...  0.10375977  0.04882812
  0.03662109]",K006,0
"[ 0.04882812  0.01831055 -0.03662109 ... -0.15563965 -0.00610352
 -0.06408691]",K006,0
"[ 0.02746582  0.10986328  0.04577637 ...  0.1373291   0.18920898
 -0.07629395]",K006,0
"[ 0.11901855 -0.17089844 -0.14953613 ... -0.08850098 -0.04577637
  0.01220703]",K006,0
"[-0.05493164  0.00915527  0.00305176 ... -0.12512207 -0.07324219
  0.03967285]",K006,0
"[-0.00915527  0.01831055  0.01220703 ... -0.03356934  0.09765625
 -0.03356934]",K006,0
"[-0.14953613 -0.02441406  0.23803711 ...  0.03662109 -0.02746582
  2.4230957 ]",K006,0
"[-0.07019043 -0.04882812  0.05187988 ... -0.04882812  0.01220703
  0.        ]",K006,0
"[ 0.05187988 -0.00915527 -0.18615723 ...  0.03356934 -0.20141602
 -0.04882812]",K006,0
"[-0.06103516 -0.12817383 -0.21057129 ...  0.02441406 -0.03967285
 -0.12207031]",K006,0
"[-0.04577637 -0.01220703  0.01525879 ...  0.04577637 -0.04882812
 -0.2746582 ]",K006,0
"[ 0.03051758  0.25939941  0.06103516 ... -0.11291504 -1.14746094
 -0.03356934]",K006,0
"[ 1.07421875 -0.07629395  0.0793457  ... -0.06103516  0.
 -0.01525879]",K006,0
"[ 0.05187988  0.07019043  0.01220703 ...  0.04882812  0.01525879
 -0.04577637]",K006,0
"[-0.07629395 -0.10681152 -0.15258789 ... -0.09460449  0.14038086
 -0.03051758]",K006,0
"[ 0.0213623   0.06713867  0.07324219 ... -0.03051758 -0.12817383
 -0.04272461]",K006,0
"[-0.36621094 -0.05493164  0.01831055 ... -0.30822754 -0.24108887
 -0.04272461]",K006,0
"[-0.04882812  0.43029785  0.04272461 ...  0.05187988  0.04577637
 -0.00305176]",K006,0
"[ 0.0213623   0.09155273 -0.02441406 ... -0.17089844  0.08850098
  0.09155273]",K006,0
"[ 0.14343262 -0.09460449  0.04272461 ... -0.15258789 -0.12512207
 -0.06408691]",K006,0
"[ 0.04577637  0.30822754 -0.02746582 ... -0.07324219 -1.20544434
  0.06408691]",K006,0
"[-0.1953125   0.0579834  -0.12207031 ... -0.15258789 -0.0793457
 -0.01831055]",K006,0
"[ 0.25939941  0.06103516 -0.20141602 ... -0.28991699 -0.20141602
 -0.0579834 ]",K006,0
"[ 0.12512207  0.32043457  0.35095215 ... -0.03662109  1.39465332
 -0.15869141]",K006,0
"[ 0.23803711  0.28381348  0.14343262 ... -0.21972656 -0.43029785
 -0.08850098]",K006,0
"[ 0.61340332  0.10986328  0.0579834  ... -0.19226074 -0.09155273
  0.21057129]",K006,0
"[ 0.05493164 -0.00915527  0.04577637 ...  1.11694336 -0.11291504
  0.03967285]",K006,0
"[ 0.07629395  1.29394531  0.10070801 ... -1.37023926 -0.21362305
 -0.35400391]",K006,0
"[-0.34484863 -0.24414062 -0.14343262 ...  0.15869141  0.07324219
 -0.24108887]",K006,0
"[-0.16174316  0.00915527 -0.03051758 ...  0.0579834   0.09765625
  0.28076172]",K006,0
"[ 0.11901855  0.03356934 -0.06408691 ...  0.02746582 -0.03967285
 -0.15869141]",K006,0
"[-0.08850098 -0.05493164 -0.16479492 ...  0.03356934  1.00097656
 -0.21362305]",K006,0
"[-0.08850098 -0.08544922 -0.12207031 ...  0.18310547  0.1373291
  0.13427734]",K006,0
"[ 0.0579834   0.07629395 -0.04882812 ... -0.03967285 -0.07629395
 -0.00915527]",K006,0
"[-0.43640137 -0.29296875 -0.03051758 ... -0.26245117 -0.03051758
 -0.1373291 ]",K006,0
"[-0.07324219 -0.03051758 -0.10375977 ... -0.10070801 -0.88500977
  0.03051758]",K006,0
"[-0.07324219 -0.00610352  0.14648437 ...  0.23498535  0.17089844
  0.23193359]",K006,0
"[ 0.22277832  1.04064941 -0.1159668  ... -0.10681152 -0.0579834
 -0.08850098]",K006,0
"[ 1.17797851 -0.1373291  -1.02844238 ...  0.01525879 -0.27160645
 -0.08850098]",K006,0
"[ 0.14648437  0.14343262  0.16479492 ... -1.27868652 -0.01525879
 -0.08239746]",K006,0
"[-0.06713867 -0.09460449  0.85144043 ... -0.04882812  0.03051758
  0.18310547]",K006,0
"[ 0.01831055 -0.38452148  0.0793457  ... -0.0213623  -0.09155273
 -0.26550293]",K006,0
"[-0.07629395 -2.0111084   0.15869141 ... -0.29296875 -0.0213623
  0.68969727]",K006,0
"[ 0.22583008  0.10070801  0.2166748  ...  0.1373291   1.25427246
 -0.09765625]",K006,0
"[-0.23193359 -0.24108887 -0.20446777 ... -0.68969727  0.03051758
 -0.04272461]",K006,0
"[ 0.30517578 -1.95007324  0.14953613 ...  0.12817383  0.19836426
  0.2532959 ]",K006,0
"[-0.7232666   0.04882812 -2.18200683 ... -0.19226074 -0.47912598
  0.07324219]",K006,0
"[ 0.48522949  0.56762695  0.79956055 ... -0.28686523 -0.03662109
  0.0579834 ]",K006,0
"[ 0.03662109  1.0925293  -0.03662109 ... -0.0213623   0.00915527
 -0.13122559]",K006,0
"[-0.08239746 -0.07324219  0.03356934 ...  0.06408691 -0.51269531
  0.16174316]",K006,0
"[ 0.13122559  0.71105957 -0.07324219 ... -0.01525879 -0.10070801
 -0.25634766]",K006,0
"[-0.14953613  0.30212402  0.16784668 ...  0.33569336  0.30517578
  0.06408691]",K006,0
"[ 0.26855469 -0.23803711 -0.21057129 ... -0.04882812  0.07629395
  0.07324219]",K006,0
"[ 0.1739502   0.07019043 -0.05187988 ... -0.08850098 -0.01220703
 -0.12207031]",K006,0
"[-0.05493164  0.07324219 -0.03356934 ... -0.32043457 -0.390625
 -0.38146973]",K006,0
"[-0.29296875  0.05187988  0.14953613 ... -0.21362305  0.10375977
  0.25024414]",K006,0
"[ 0.10375977 -0.03967285 -0.00915527 ...  0.36621094  0.18615723
  0.16784668]",K006,0
"[ 0.06713867 -0.70800781 -0.10681152 ...  0.96435547  0.05493164
 -0.06408691]",K006,0
"[-0.78735352 -0.10375977 -0.19836426 ... -0.01525879 -0.18005371
 -0.07324219]",K006,0
"[-0.01525879 -0.02441406  0.05187988 ...  0.0213623  -0.1739502
 -0.35400391]",K006,0
"[-0.03051758 -0.08850098 -0.21362305 ...  0.03662109 -0.04577637
 -0.14648437]",K006,0
"[-0.1953125  -0.21362305 -0.09155273 ... -0.09155273  0.43029785
  0.05493164]",K006,0
"[-0.23193359 -0.30822754 -0.23803711 ... -0.23498535 -1.22070312
 -0.05187988]",K006,0
"[ 0.09155273 -0.00305176  0.74157715 ... -0.01220703 -0.0213623
 -0.0579834 ]",K006,0
"[-0.23193359 -0.11901855  0.01220703 ... -0.18920898  0.5065918
  0.14648437]",K006,0
"[ 1.54724121  0.03967285  0.22277832 ... -0.03662109 -0.03356934
 -0.01525879]",K006,0
"[-0.19226074 -0.26855469 -0.25634766 ... -0.30822754 -1.01318359
 -0.13427734]",K006,0
"[ 0.1159668   0.18615723 -0.72631836 ...  0.02746582 -0.02746582
  0.16174316]",K006,0
"[ 0.57067871  0.2532959   0.49438477 ... -0.14343262  0.0579834
  0.14038086]",K006,0
"[ 0.20751953  0.         -0.3326416  ... -0.00610352 -0.02441406
 -0.0579834 ]",K006,0
"[-0.1159668   0.02746582  0.0213623  ... -0.47302246 -0.33569336
 -0.07019043]",K006,0
"[ 0.21972656  0.25024414 -0.00610352 ... -0.33874512 -0.23803711
  0.10375977]",K006,0
"[ 0.16784668  1.80358887  0.14953613 ...  0.16784668 -0.02441406
  0.54931641]",K006,0
"[ 0.0579834   0.21362305 -0.15258789 ...  0.1159668   0.02746582
 -0.07324219]",K006,0
"[-0.08850098 -0.48828125  0.28381348 ... -0.23803711 -0.17700195
 -0.20751953]",K006,0
"[-0.09460449  0.02441406 -0.06408691 ...  0.0793457  -0.21972656
 -0.1953125 ]",K006,0
"[ 0.07324219 -0.04882812 -0.07019043 ... -0.09460449  0.0793457
  0.01220703]",K006,0
"[ 0.89111328 -0.03051758 -0.35400391 ... -0.21362305  0.02746582
 -0.30822754]",K006,0
"[-0.03662109 -0.05493164 -0.02441406 ...  0.01220703 -0.08239746
 -0.10375977]",K006,0
"[-0.10070801  0.06103516  0.19836426 ... -0.0793457  -0.10681152
  0.2532959 ]",K006,0
"[-0.41809082  0.11291504 -0.14343262 ... -0.05493164 -0.0579834
 -0.11901855]",K006,0
"[-0.26550293 -0.09765625 -0.05187988 ... -0.54931641 -0.01831055
 -0.10375977]",K006,0
"[-0.06713867 -0.06408691 -0.07019043 ... -0.10681152 -0.04577637
  0.00915527]",K006,0
"[-0.18005371  0.13122559 -0.55847168 ... -0.33569336 -0.58288574
 -0.30517578]",K006,0
"[-0.13122559 -0.0579834   0.03051758 ... -0.04272461 -0.36010742
 -0.27770996]",K006,0
"[-0.02746582  0.10986328  0.48828125 ...  0.06103516  0.35095215
 -0.04272461]",K006,0
"[-0.20446777 -0.3112793   0.03051758 ... -0.06408691 -0.38757324
 -0.13122559]",K006,0
"[-0.52490234 -0.0793457   0.01525879 ...  0.05493164 -0.00610352
 -0.02746582]",K006,0
"[-0.08239746 -0.35400391 -0.01831055 ...  1.77612305  0.09155273
 -0.12512207]",K006,0
"[-0.25939941  0.71716309 -0.10986328 ...  0.05493164 -0.12207031
 -0.06103516]",K006,0
"[-0.06103516  0.1159668   0.         ... -0.09460449 -0.01525879
  0.09765625]",K006,0
"[ 0.05493164 -0.02746582 -0.11901855 ...  0.77209473 -0.06103516
 -0.20446777]",K006,0
"[-0.05187988 -0.06408691  0.2166748  ... -0.03662109  0.05187988
 -0.03662109]",K006,0
"[-0.14038086 -0.1953125  -0.25939941 ... -0.05187988  1.15356445
 -0.14953613]",K006,0
"[ 0.18920898  0.34484863  0.23803711 ... -0.10986328 -0.32348633
 -0.46081543]",K006,0
"[-0.1739502  -0.12512207  0.08850098 ... -0.06713867  0.03662109
  0.00305176]",K006,0
"[ 0.0579834   0.09460449  0.07324219 ... -0.14953613 -0.53405762
 -0.46081543]",K006,0
"[-0.08544922  0.12207031  0.2746582  ... -0.1953125  -0.30212402
  0.06103516]",K006,0
"[-0.27160645 -0.17700195 -0.1159668  ... -0.17700195 -0.43029785
  0.15563965]",K006,0
"[ 1.52282715  0.03662109  1.97143555 ... -0.27770996 -0.09155273
  0.10375977]",K006,0
"[-0.21057129  0.39672852  0.37536621 ...  0.27770996 -0.0793457
  0.00305176]",K006,0
"[ 0.00305176  0.13427734  0.18920898 ... -0.07629395  0.09765625
  0.07324219]",K006,0
"[ 0.07324219  0.62866211 -0.25024414 ... -0.28076172 -0.3692627
 -0.18920898]",K006,0
"[-0.09460449  0.11291504  0.20446777 ...  0.2166748   1.12609863
  0.14953613]",K006,0
"[-0.08544922 -0.0579834  -0.13427734 ... -0.19226074 -0.09765625
 -0.07324219]",K006,0
"[-0.00610352 -0.79650879  0.0579834  ... -0.14648437 -0.25024414
 -0.21362305]",K006,0
"[ 0.1373291   1.35803223  0.22583008 ...  0.31433105 -1.38244629
 -0.08544922]",K006,0
"[-0.29907227 -0.42724609  0.94604492 ...  0.18005371  0.05493164
 -0.05187988]",K006,0
"[ 0.12817383  0.18310547  0.12817383 ...  0.10986328  0.28991699
 -1.31530762]",K006,0
"[ 0.06713867 -0.14953613 -0.18310547 ... -1.37634277  0.21972656
  0.02441406]",K006,0
"[ 0.04272461  0.0213623   0.06408691 ... -0.28381348  2.19726562
  0.16479492]",K006,0
[0.41809082 0.28076172 0.1373291  ... 0.08544922 0.11291504 0.17700195],K006,0
"[ 0.32043457  0.40893555  0.18615723 ... -0.08544922 -0.09460449
  0.03662109]",K006,0
"[-0.13427734 -0.3326416  -0.47607422 ...  0.44555664  0.02441406
  0.67443848]",K006,0
"[-0.12207031 -0.24108887 -0.33569336 ...  0.1159668   0.08544922
  0.1373291 ]",K006,0
"[-0.21057129 -0.45471191 -0.42114258 ... -0.27770996 -0.31738281
 -0.21057129]",K006,0
"[-0.01220703 -0.02441406 -0.10986328 ...  0.15563965  0.70800781
  0.37841797]",K006,0
"[-0.27770996 -0.1159668  -0.03356934 ... -0.1953125  -0.15869141
 -0.10986328]",K006,0
"[-0.10681152 -0.0213623  -0.00610352 ...  0.00305176  0.05187988
 -0.62255859]",K006,0
"[-0.07019043 -0.21057129  0.03967285 ... -0.23498535 -0.18310547
 -0.24108887]",K006,0
"[-0.81481934 -0.11291504 -0.09460449 ... -0.01525879  0.13122559
  0.79345703]",K006,0
"[ 0.00305176 -1.37634277 -0.09460449 ... -0.01831055 -0.11901855
 -0.07019043]",K006,0
"[ 0.0213623   0.         -0.0579834  ...  0.0213623  -0.03051758
 -0.10070801]",K006,0
"[-0.21362305 -0.0579834  -0.05187988 ... -0.15869141 -0.30212402
 -0.16784668]",K006,0
"[ 0.09460449 -0.13427734  0.1953125  ... -0.04577637  0.14953613
  0.18005371]",K006,0
"[ 0.08239746  0.03051758  0.01220703 ... -0.31738281 -0.1159668
 -0.26550293]",K006,0
[0.63476562 0.03967285 0.0213623  ... 0.32348633 0.22277832 0.1159668 ],K006,0
"[-0.03967285 -0.23498535 -0.16479492 ... -0.48217773 -0.03356934
 -0.13122559]",K006,0
"[ 0.13122559 -0.11291504 -0.05187988 ... -0.00305176 -0.02746582
 -0.12817383]",K006,0
"[-0.18310547 -0.30822754 -0.28686523 ...  0.03662109  0.02441406
 -0.04882812]",K006,0
"[-0.03662109  0.0793457   0.03051758 ... -0.01220703 -0.82702637
 -0.27160645]",K006,0
"[-0.41809082 -0.36010742  0.21362305 ... -0.61645508 -0.15869141
 -0.30822754]",K006,0
"[ 0.12817383  0.08544922  0.38452148 ... -0.12817383 -1.20239258
 -0.40283203]",K006,0
"[-0.11291504 -0.08544922  0.17089844 ...  0.03356934 -0.01525879
  0.01220703]",K006,0
"[-0.45776367 -0.29907227 -0.24719238 ... -0.16784668 -0.36315918
  0.        ]",K006,0
"[ 0.1373291   0.10070801 -0.07324219 ...  1.39160156 -0.25634766
 -0.21362305]",K006,0
"[-0.22888184 -0.02441406  0.56152344 ...  0.0793457   0.14038086
  0.06713867]",K006,0
"[ 0.15563965  0.04577637 -0.14953613 ...  0.16479492  0.10986328
 -0.03967285]",K006,0
"[-0.18920898  0.08544922  0.03051758 ...  0.38757324  0.01525879
 -0.02441406]",K006,0
"[-0.07019043 -0.09155273 -0.01525879 ... -0.12512207 -0.04577637
  0.13427734]",K006,0
"[ 0.28991699  0.3692627   0.54931641 ... -0.51269531 -0.18005371
 -1.45263672]",K006,0
"[ 0.15258789  0.21057129  0.2746582  ...  0.21972656 -0.07629395
 -0.20141602]",K006,0
"[ 0.18005371  0.08850098 -0.05187988 ... -0.07629395 -0.16784668
 -0.16784668]",KA04,1
"[-0.10986328 -0.04882812  0.02746582 ...  0.1159668  -0.10070801
 -0.06713867]",KA04,1
"[-0.01525879  0.13427734  0.25634766 ...  0.26550293  0.34484863
  0.34790039]",KA04,1
[0.30212402 0.23193359 0.24108887 ... 0.16784668 0.13427734 0.05187988],KA04,1
[0.07324219 0.09460449 0.09155273 ... 0.14648437 0.19226074 0.14953613],KA04,1
"[ 0.04272461 -0.03662109 -0.1373291  ...  0.26245117  0.31433105
  0.36621094]",KA04,1
[0.37231445 0.21972656 0.06713867 ... 0.10681152 0.1739502  0.18310547],KA04,1
"[ 0.17700195  0.1373291   0.13122559 ... -0.10986328  0.00305176
  0.04272461]",KA04,1
"[ 0.02746582  0.03356934  0.03356934 ... -0.34179687 -0.30517578
 -0.24108887]",KA04,1
"[-0.22277832 -0.33569336 -0.45471191 ... -0.19836426  0.01831055
  0.28991699]",KA04,1
"[-0.11291504 -0.03051758  0.08239746 ... -0.08544922  0.20446777
  0.5279541 ]",KA04,1
"[ 0.64697266  0.38452148 -0.01220703 ... -0.04577637  0.13427734
  0.27160645]",KA04,1
"[ 0.07019043 -0.08239746  0.07019043 ...  0.16174316  0.18005371
  0.13427734]",KA04,1
"[ 0.0579834  -0.01831055 -0.0213623  ...  0.19226074  0.07629395
 -0.07019043]",KA04,1
"[-0.09460449 -0.06713867  0.01220703 ...  0.09460449  0.12817383
 -0.05187988]",KA04,1
"[-0.27770996 -0.48828125 -0.45471191 ... -0.03051758 -0.22583008
 -0.33569336]",KA04,1
"[-0.03356934 -0.03662109 -0.03662109 ... -0.03662109 -0.03662109
 -0.0213623 ]",KA04,1
[0.03967285 0.10375977 0.19226074 ... 0.36621094 0.23803711 0.32958984],KA04,1
"[-0.03356934 -0.03662109 -0.03662109 ... -0.03662109 -0.03662109
 -0.0213623 ]",KA04,1
[0.03967285 0.10375977 0.19226074 ... 0.36621094 0.23803711 0.32958984],KA04,1
"[ 0.09765625  0.04272461 -0.00610352 ...  0.36315918  0.21362305
  0.00305176]",KA04,1
"[-0.13427734 -0.07629395 -0.0793457  ...  0.09765625 -0.00915527
 -0.04272461]",KA04,1
"[-0.3112793  -0.09765625  0.06103516 ... -0.10681152 -0.10070801
 -0.01525879]",KA04,1
"[ 0.01831055  0.06408691  0.10681152 ... -0.10070801 -0.05187988
  0.01525879]",KA04,1
"[-0.48217773 -0.39367676  0.         ...  0.26855469  0.2746582
  0.31433105]",KA04,1
"[ 0.14953613 -0.04272461  0.         ...  0.18615723  0.19836426
  0.12207031]",KA04,1
"[-0.0793457   0.02441406  0.14343262 ...  0.14953613  0.13122559
  0.09155273]",KA04,1
"[ 0.0213623  -0.00915527  0.01525879 ...  0.20446777  0.18310547
  0.10986328]",KA04,1
"[ 0.12207031  0.05187988 -0.01525879 ...  0.13427734  0.
 -0.04882812]",KA04,1
